checking_balance,months_loan_duration,funded_amnt,total_rec_prncp,recoveries,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default
1 - 200 DM,9,4000,2286.26,0,very good,car,1437,100 - 500 DM,4 - 7 years,2,3,29,none,own,1,skilled,1,no,yes
unknown,42,35000,10399.09,0,critical,furniture/appliances,4042,500 - 1000 DM,1 - 4 years,4,4,36,none,own,2,skilled,1,yes,no
unknown,9,15000,4482.35,0,good,education,3832,unknown,> 7 years,1,4,64,none,own,1,unskilled,1,no,no
< 0 DM,24,8000,3512.09,0,good,furniture/appliances,3660,< 100 DM,1 - 4 years,2,4,28,none,own,1,skilled,1,no,no
< 0 DM,18,4000,2366.45,0,very good,furniture/appliances,1553,< 100 DM,1 - 4 years,4,3,44,bank,own,1,skilled,1,no,yes
1 - 200 DM,15,10000,5970.33,0,good,furniture/appliances,1444,unknown,< 1 year,4,1,23,none,own,1,skilled,1,no,no
unknown,9,16000,9853.64,0,good,furniture/appliances,1980,< 100 DM,< 1 year,2,2,19,none,rent,2,skilled,1,no,yes
1 - 200 DM,24,6500,3861.21,0,good,car,1355,< 100 DM,< 1 year,3,4,25,none,own,1,unskilled,1,yes,yes
unknown,12,12000,12000,0,good,education,1393,< 100 DM,> 7 years,4,4,47,bank,own,3,skilled,2,yes,no
unknown,24,12000,3545.69,0,good,furniture/appliances,1376,500 - 1000 DM,4 - 7 years,4,1,28,none,own,1,skilled,1,no,no
unknown,60,2800,2800,0,poor,furniture/appliances,15653,< 100 DM,4 - 7 years,2,4,21,none,own,2,skilled,1,yes,no
unknown,12,19000,19000,0,good,furniture/appliances,1493,< 100 DM,< 1 year,4,3,34,none,own,1,skilled,2,no,no
< 0 DM,42,4350,2532.04,0,poor,furniture/appliances,4370,< 100 DM,4 - 7 years,3,2,26,bank,own,2,skilled,2,yes,yes
< 0 DM,18,7500,5470.84,0,good,education,750,< 100 DM,unemployed,4,1,27,none,own,1,unemployed,1,no,yes
1 - 200 DM,15,6450,3603.44,0,good,renovations,1308,< 100 DM,> 7 years,4,4,38,none,own,2,unskilled,1,no,no
unknown,15,12000,12000,0,good,education,4623,100 - 500 DM,1 - 4 years,3,2,40,none,own,1,management,1,yes,yes
unknown,24,29175,11481.69,0,critical,furniture/appliances,1851,< 100 DM,4 - 7 years,4,2,33,none,own,2,skilled,1,yes,no
< 0 DM,18,10000,10000,0,critical,furniture/appliances,1880,< 100 DM,4 - 7 years,4,1,32,none,own,2,management,1,yes,no
unknown,36,15050,8854.05,0,poor,business,7980,unknown,< 1 year,4,4,27,none,rent,2,skilled,1,yes,yes
< 0 DM,30,20000,5764.37,0,perfect,furniture/appliances,4583,< 100 DM,1 - 4 years,2,2,32,none,own,2,skilled,1,no,no
unknown,12,8000,4899.04,0,good,car,1386,500 - 1000 DM,1 - 4 years,2,2,26,none,own,1,skilled,1,no,yes
> 200 DM,24,15500,9207.05,0,good,car,947,< 100 DM,4 - 7 years,4,3,38,bank,other,1,skilled,2,no,yes
< 0 DM,12,9600,5609.39,0,good,education,684,< 100 DM,1 - 4 years,4,4,40,none,rent,1,unskilled,2,no,yes
< 0 DM,48,5000,2910.3,0,good,education,7476,< 100 DM,4 - 7 years,4,1,50,none,other,1,management,1,yes,no
1 - 200 DM,12,24000,13917.55,0,good,furniture/appliances,1922,< 100 DM,1 - 4 years,4,2,37,none,own,1,unskilled,1,no,yes
< 0 DM,24,12375,12375,0,good,car,2303,< 100 DM,> 7 years,4,1,45,none,own,1,skilled,1,no,yes
1 - 200 DM,36,10000,10000,0,poor,car,8086,100 - 500 DM,> 7 years,2,4,42,none,own,4,management,1,yes,yes
unknown,24,10000,2921.48,0,critical,car,2346,< 100 DM,4 - 7 years,4,3,35,none,own,2,skilled,1,yes,no
< 0 DM,14,15000,15000,0,good,car,3973,< 100 DM,unemployed,1,4,22,none,other,1,skilled,1,no,no
1 - 200 DM,12,21000,21000,0,good,car,888,< 100 DM,> 7 years,4,4,41,bank,own,1,unskilled,2,no,yes
unknown,48,25000,14750.67,0,good,furniture/appliances,10222,unknown,4 - 7 years,4,3,37,store,own,1,skilled,1,yes,no
1 - 200 DM,30,20000,12010.69,0,perfect,business,4221,< 100 DM,1 - 4 years,2,1,28,none,own,2,skilled,1,no,no
1 - 200 DM,18,28200,28200,0,critical,furniture/appliances,6361,< 100 DM,> 7 years,2,1,41,none,own,1,skilled,1,yes,no
> 200 DM,12,9450,5220.94,0,good,furniture/appliances,1297,< 100 DM,1 - 4 years,3,4,23,none,rent,1,skilled,1,no,no
< 0 DM,12,10000,10000,0,good,car,900,unknown,1 - 4 years,4,2,23,none,own,1,skilled,1,no,yes
unknown,21,20000,9599.52,0,good,furniture/appliances,2241,< 100 DM,> 7 years,4,2,50,none,own,2,skilled,1,no,no
1 - 200 DM,6,10000,5883.18,0,poor,furniture/appliances,1050,< 100 DM,unemployed,4,1,35,store,own,2,management,1,yes,no
> 200 DM,6,12000,3650,0,critical,education,1047,< 100 DM,1 - 4 years,2,4,50,none,own,1,unskilled,1,no,no
unknown,24,16000,9726.09,0,critical,car0,6314,< 100 DM,unemployed,4,2,27,bank,own,2,management,1,yes,no
1 - 200 DM,30,4000,2241.84,0,very good,furniture/appliances,3496,> 1000 DM,1 - 4 years,4,2,34,store,own,1,skilled,2,yes,no
unknown,48,12000,7336.62,0,very good,business,3609,< 100 DM,1 - 4 years,1,1,27,store,own,1,skilled,1,no,no
< 0 DM,12,8000,4841.34,0,critical,car,4843,< 100 DM,> 7 years,3,4,43,none,rent,2,skilled,1,yes,yes
> 200 DM,30,10000,5865.19,0,critical,furniture/appliances,3017,< 100 DM,> 7 years,4,4,47,none,own,1,skilled,1,no,no
unknown,24,15000,9118.05,0,critical,business,4139,100 - 500 DM,1 - 4 years,3,3,27,none,own,2,unskilled,1,yes,no
unknown,36,35000,35000,0,good,business,5742,100 - 500 DM,4 - 7 years,2,2,31,none,own,2,skilled,1,yes,no
unknown,60,13000,3797.97,0,good,car,10366,< 100 DM,> 7 years,2,4,42,none,own,1,management,1,yes,no
unknown,6,13000,13000,0,critical,car,2080,500 - 1000 DM,1 - 4 years,1,2,24,none,own,1,skilled,1,no,no
unknown,21,12000,3545.69,0,poor,business,2580,500 - 1000 DM,< 1 year,4,2,41,bank,own,1,unskilled,2,no,yes
unknown,30,7500,4585.36,0,critical,furniture/appliances,4530,< 100 DM,4 - 7 years,4,4,26,none,rent,1,management,1,yes,no
unknown,24,12000,12000,0,critical,furniture/appliances,5150,< 100 DM,> 7 years,4,4,33,none,own,1,skilled,1,yes,no
1 - 200 DM,72,10000,6123.67,0,good,furniture/appliances,5595,100 - 500 DM,1 - 4 years,2,2,24,none,own,1,skilled,1,no,yes
< 0 DM,24,6800,6800,0,good,furniture/appliances,2384,< 100 DM,> 7 years,4,4,64,bank,rent,1,unskilled,1,no,no
unknown,18,15000,8910.08,0,good,furniture/appliances,1453,< 100 DM,< 1 year,3,1,26,none,own,1,skilled,1,no,no
unknown,6,20950,20950,0,good,education,1538,< 100 DM,< 1 year,1,2,56,none,own,1,skilled,1,no,no
unknown,12,12000,7164.4,0,good,furniture/appliances,2279,unknown,1 - 4 years,4,4,37,none,other,1,skilled,1,yes,no
unknown,15,10000,6051.8,0,poor,furniture/appliances,1478,< 100 DM,1 - 4 years,4,3,33,bank,own,2,skilled,1,no,no
unknown,24,17050,17050,0,critical,furniture/appliances,5103,< 100 DM,< 1 year,3,3,47,none,other,3,skilled,1,yes,no
1 - 200 DM,36,16000,9797.83,0,poor,business,9857,100 - 500 DM,4 - 7 years,1,3,31,none,own,2,unskilled,2,yes,no
unknown,60,2500,1396.65,0,good,car,6527,unknown,1 - 4 years,4,4,34,none,other,1,skilled,2,yes,no
> 200 DM,10,5950,5950,0,critical,furniture/appliances,1347,unknown,4 - 7 years,4,2,27,none,own,2,skilled,1,yes,no
1 - 200 DM,36,14075,8126.82,0,poor,car,2862,100 - 500 DM,> 7 years,4,3,30,none,other,1,skilled,1,no,no
unknown,9,35000,35000,0,good,furniture/appliances,2753,100 - 500 DM,> 7 years,3,4,35,none,own,1,skilled,1,yes,no
< 0 DM,12,10000,6051.8,0,good,car,3651,> 1000 DM,1 - 4 years,1,3,31,none,own,1,skilled,2,no,no
< 0 DM,15,7000,7000,0,critical,furniture/appliances,975,< 100 DM,1 - 4 years,2,3,25,none,own,2,skilled,1,no,no
1 - 200 DM,15,14400,4053.06,0,good,renovations,2631,100 - 500 DM,1 - 4 years,3,2,25,none,own,1,unskilled,1,no,no
1 - 200 DM,24,21200,3819.14,0,good,furniture/appliances,2896,100 - 500 DM,< 1 year,2,1,29,none,own,1,skilled,1,no,no
< 0 DM,6,6400,4461.05,0,critical,car,4716,unknown,< 1 year,1,3,44,none,own,2,unskilled,2,no,no
unknown,24,15000,8731.18,0,good,furniture/appliances,2284,< 100 DM,4 - 7 years,4,2,28,none,own,1,skilled,1,yes,no
unknown,6,30000,17820.15,0,good,car,1236,500 - 1000 DM,1 - 4 years,2,4,50,none,rent,1,skilled,1,no,no
1 - 200 DM,12,4500,4500,0,good,furniture/appliances,1103,< 100 DM,4 - 7 years,4,3,29,none,own,2,skilled,1,no,no
unknown,12,15000,8797.16,0,critical,car,926,< 100 DM,unemployed,1,2,38,none,own,1,unemployed,1,no,no
unknown,18,8000,4776.27,0,critical,furniture/appliances,1800,< 100 DM,1 - 4 years,4,2,24,none,own,2,skilled,1,no,no
> 200 DM,15,15000,15000,0,good,education,1905,< 100 DM,> 7 years,4,4,40,none,rent,1,management,1,yes,no
unknown,12,10000,2954.83,0,good,furniture/appliances,1123,500 - 1000 DM,1 - 4 years,4,4,29,none,rent,1,unskilled,1,no,yes
< 0 DM,48,11500,3182.26,0,critical,car,6331,< 100 DM,> 7 years,4,4,46,none,other,2,skilled,1,yes,yes
> 200 DM,24,20000,12157.49,0,good,furniture/appliances,1377,100 - 500 DM,> 7 years,4,2,47,none,other,1,skilled,1,yes,no
1 - 200 DM,30,20000,5704.03,0,poor,business,2503,100 - 500 DM,> 7 years,4,2,41,store,own,2,skilled,1,no,no
1 - 200 DM,27,30000,18016.04,0,good,business,2528,< 100 DM,< 1 year,4,1,32,none,own,1,skilled,2,yes,no
unknown,15,12300,12300,0,good,car,5324,500 - 1000 DM,> 7 years,1,4,35,none,other,1,skilled,1,no,no
1 - 200 DM,48,18000,8594.4,0,good,car,6560,100 - 500 DM,4 - 7 years,3,2,24,none,own,1,skilled,1,no,yes
1 - 200 DM,12,9000,9000,0,perfect,furniture/appliances,2969,< 100 DM,< 1 year,4,3,25,none,rent,2,skilled,1,no,yes
1 - 200 DM,9,10000,4097.83,0,good,furniture/appliances,1206,< 100 DM,> 7 years,4,4,25,none,own,1,skilled,1,no,no
1 - 200 DM,9,24925,24925,0,good,furniture/appliances,2118,< 100 DM,1 - 4 years,2,2,37,none,own,1,unskilled,2,no,no
unknown,18,10000,10000,0,critical,furniture/appliances,629,500 - 1000 DM,> 7 years,4,3,32,bank,own,2,management,1,yes,no
< 0 DM,6,14075,3492.73,0,very good,education,1198,< 100 DM,> 7 years,4,4,35,none,other,1,skilled,1,no,yes
unknown,21,28000,16520.91,0,good,car,2476,unknown,> 7 years,4,4,46,none,own,1,management,1,yes,no
< 0 DM,9,15250,15250,0,critical,furniture/appliances,1138,< 100 DM,1 - 4 years,4,4,25,none,own,2,unskilled,1,no,no
1 - 200 DM,60,18000,18000,0,good,car,14027,< 100 DM,4 - 7 years,4,2,27,none,own,1,management,1,yes,yes
unknown,30,7925,4592.04,0,critical,car,7596,unknown,> 7 years,1,4,63,none,own,2,skilled,1,no,no
unknown,30,14000,14000,0,critical,furniture/appliances,3077,unknown,> 7 years,3,2,40,none,own,2,skilled,2,yes,no
unknown,18,15000,15000,0,good,furniture/appliances,1505,< 100 DM,1 - 4 years,4,2,32,none,other,1,management,1,yes,no
> 200 DM,24,12800,12800,0,critical,furniture/appliances,3148,unknown,1 - 4 years,3,2,31,none,own,2,skilled,1,yes,no
1 - 200 DM,20,12000,5797.89,0,perfect,car,6148,100 - 500 DM,> 7 years,3,4,31,bank,own,2,skilled,1,yes,no
> 200 DM,9,10000,10000,0,perfect,furniture/appliances,1337,< 100 DM,< 1 year,4,2,34,none,own,2,management,1,yes,yes
1 - 200 DM,6,10375,5847.93,0,very good,education,433,> 1000 DM,< 1 year,4,2,24,bank,rent,1,skilled,2,no,yes
< 0 DM,12,2000,1188.17,0,good,car,1228,< 100 DM,1 - 4 years,4,2,24,none,own,1,unskilled,1,no,yes
1 - 200 DM,9,15000,9008.02,0,good,furniture/appliances,790,500 - 1000 DM,1 - 4 years,4,3,66,none,own,1,unskilled,1,no,no
unknown,27,3400,3400,0,good,car,2570,< 100 DM,1 - 4 years,3,3,21,none,rent,1,skilled,1,no,yes
unknown,6,6000,3647.22,0,critical,car,250,> 1000 DM,1 - 4 years,2,2,41,bank,own,2,unskilled,1,no,no
unknown,15,9950,5870.99,0,critical,furniture/appliances,1316,500 - 1000 DM,1 - 4 years,2,2,47,none,own,2,unskilled,1,no,no
< 0 DM,18,24000,7690.19,0,good,furniture/appliances,1882,< 100 DM,1 - 4 years,4,4,25,bank,rent,2,skilled,1,no,yes
1 - 200 DM,48,10750,4601.34,0,very good,business,6416,< 100 DM,> 7 years,4,3,59,none,rent,1,skilled,1,no,yes
> 200 DM,24,7500,7500,0,critical,business,1275,> 1000 DM,1 - 4 years,2,4,36,none,own,2,skilled,1,yes,no
1 - 200 DM,24,6400,854.99,0,poor,furniture/appliances,6403,< 100 DM,< 1 year,1,2,33,none,own,1,skilled,1,no,no
< 0 DM,24,9000,5502.53,0,good,furniture/appliances,1987,< 100 DM,1 - 4 years,2,4,21,none,rent,1,unskilled,2,no,yes
1 - 200 DM,8,10000,5970.33,0,good,furniture/appliances,760,< 100 DM,4 - 7 years,4,2,44,none,own,1,unskilled,1,no,no
unknown,24,16950,16950,0,good,car,2603,> 1000 DM,1 - 4 years,2,4,28,none,rent,1,skilled,1,yes,no
unknown,4,10000,10000,0,critical,car,3380,< 100 DM,4 - 7 years,1,1,37,none,own,1,skilled,2,no,no
1 - 200 DM,36,15000,9077.58,0,very good,furniture/appliances,3990,unknown,< 1 year,3,2,29,bank,own,1,unemployed,1,no,no
1 - 200 DM,24,10000,5865.19,0,good,car,11560,< 100 DM,1 - 4 years,1,4,23,none,rent,2,management,1,no,yes
< 0 DM,18,16750,10347.3,0,good,car,4380,100 - 500 DM,1 - 4 years,3,4,35,none,own,1,unskilled,2,yes,no
unknown,6,15000,15000,0,critical,car,6761,< 100 DM,4 - 7 years,1,3,45,none,own,2,management,2,yes,no
1 - 200 DM,30,15000,8691.59,0,perfect,business,4280,100 - 500 DM,1 - 4 years,4,4,26,none,rent,2,unskilled,1,no,yes
< 0 DM,24,10000,10000,0,very good,car,2325,100 - 500 DM,4 - 7 years,2,3,32,bank,own,1,skilled,1,no,no
1 - 200 DM,10,14000,14000,0,very good,furniture/appliances,1048,< 100 DM,1 - 4 years,4,4,23,store,own,1,unskilled,1,no,no
unknown,21,12000,7415.04,0,good,furniture/appliances,3160,unknown,> 7 years,4,3,41,none,own,1,skilled,1,yes,no
< 0 DM,24,30000,30000,0,very good,furniture/appliances,2483,500 - 1000 DM,1 - 4 years,4,4,22,store,own,1,skilled,1,yes,no
< 0 DM,39,16000,4563.28,0,critical,furniture/appliances,14179,unknown,4 - 7 years,4,4,30,none,own,2,management,1,yes,no
< 0 DM,13,12000,12000,0,critical,business,1797,< 100 DM,< 1 year,3,1,28,bank,own,2,unskilled,1,no,no
< 0 DM,15,13225,3448.34,0,good,car,2511,< 100 DM,unemployed,1,4,23,none,rent,1,skilled,1,no,no
< 0 DM,12,15000,4323.21,0,good,car,1274,< 100 DM,< 1 year,3,1,37,none,own,1,unskilled,1,no,yes
unknown,21,12000,3505.67,0,good,car,5248,unknown,1 - 4 years,1,3,26,none,own,1,skilled,1,no,no
unknown,15,8000,8000,0,good,car,3029,< 100 DM,4 - 7 years,2,2,33,none,own,1,skilled,1,no,no
< 0 DM,6,9600,9600,0,good,furniture/appliances,428,< 100 DM,> 7 years,2,1,49,bank,own,1,skilled,1,yes,no
< 0 DM,18,19200,5956.99,0,good,car,976,< 100 DM,< 1 year,1,2,23,none,own,1,unskilled,1,no,yes
1 - 200 DM,12,25975,25975,0,good,business,841,100 - 500 DM,4 - 7 years,2,4,23,none,rent,1,unskilled,1,no,no
unknown,30,12375,12375,0,critical,furniture/appliances,5771,< 100 DM,4 - 7 years,4,2,25,none,own,2,skilled,1,no,no
unknown,12,21000,21000,0,poor,renovations,1555,> 1000 DM,> 7 years,4,4,55,none,other,2,skilled,2,no,yes
< 0 DM,24,15000,9118.05,0,good,car,1285,unknown,4 - 7 years,4,4,32,none,rent,1,skilled,1,no,yes
> 200 DM,6,7000,7000,0,critical,car,1299,< 100 DM,1 - 4 years,1,1,74,none,own,3,unemployed,2,no,no
> 200 DM,15,10000,2729.03,0,critical,furniture/appliances,1271,unknown,1 - 4 years,3,4,39,none,other,2,skilled,1,yes,yes
unknown,24,18000,18000,0,good,car,1393,< 100 DM,1 - 4 years,2,2,31,none,own,1,skilled,1,yes,no
< 0 DM,12,18000,10809.83,0,critical,car,691,< 100 DM,> 7 years,4,3,35,none,own,2,skilled,1,no,yes
unknown,15,8000,4841.34,0,critical,car,5045,unknown,> 7 years,1,4,59,none,own,1,skilled,1,yes,no
< 0 DM,18,19425,11492.11,0,critical,furniture/appliances,2124,< 100 DM,1 - 4 years,4,4,24,none,rent,2,skilled,1,no,yes
< 0 DM,12,12000,3543.94,0,good,furniture/appliances,2214,< 100 DM,1 - 4 years,4,3,24,none,own,1,unskilled,1,no,no
unknown,21,12375,12375,0,critical,car,12680,unknown,> 7 years,4,4,30,none,other,1,management,1,yes,yes
unknown,24,8325,8325,0,critical,car,2463,100 - 500 DM,4 - 7 years,4,3,27,none,own,2,skilled,1,yes,no
1 - 200 DM,12,20000,20000,0,good,furniture/appliances,1155,< 100 DM,> 7 years,3,3,40,bank,own,2,unskilled,1,no,no
< 0 DM,30,35000,10341.37,0,good,furniture/appliances,3108,< 100 DM,< 1 year,2,4,31,none,own,1,unskilled,1,no,yes
unknown,10,3000,1677.77,0,good,car,2901,unknown,< 1 year,1,4,31,none,rent,1,skilled,1,no,no
1 - 200 DM,12,7200,4222.85,0,critical,furniture/appliances,3617,< 100 DM,> 7 years,1,4,28,none,rent,3,skilled,1,yes,no
unknown,12,18500,5332.08,0,critical,furniture/appliances,1655,< 100 DM,> 7 years,2,4,63,none,own,2,unskilled,1,yes,no
< 0 DM,24,20000,20000,0,good,car,2812,unknown,> 7 years,2,4,26,none,rent,1,skilled,1,no,no
< 0 DM,36,6000,6000,0,critical,education,8065,< 100 DM,1 - 4 years,3,2,25,none,own,2,management,1,yes,yes
unknown,21,9000,5524.8,0,critical,car,3275,< 100 DM,> 7 years,1,4,36,none,own,1,management,1,yes,no
unknown,24,15000,8731.23,0,critical,furniture/appliances,2223,100 - 500 DM,> 7 years,4,4,52,bank,own,2,skilled,1,no,no
> 200 DM,12,6000,6000,0,critical,car,1480,500 - 1000 DM,unemployed,2,4,66,bank,other,3,unemployed,1,no,no
< 0 DM,24,20000,5534.02,0,good,car,1371,unknown,1 - 4 years,4,4,25,none,rent,1,skilled,1,no,yes
unknown,36,29175,29175,0,critical,car,3535,< 100 DM,4 - 7 years,4,4,37,none,own,2,skilled,1,yes,no
< 0 DM,18,14675,14675,0,good,furniture/appliances,3509,< 100 DM,4 - 7 years,4,1,25,none,own,1,skilled,1,no,no
unknown,36,9200,4737.07,0,critical,car,5711,> 1000 DM,> 7 years,4,2,38,none,own,2,management,1,yes,no
1 - 200 DM,18,25000,15284.37,0,good,renovations,3872,< 100 DM,unemployed,2,4,67,none,own,1,skilled,1,yes,no
1 - 200 DM,39,9750,5718.67,0,critical,furniture/appliances,4933,< 100 DM,4 - 7 years,2,2,25,none,own,2,skilled,1,no,yes
unknown,24,12000,7294.44,0,critical,car,1940,> 1000 DM,> 7 years,4,4,60,none,own,1,skilled,1,yes,no
1 - 200 DM,12,27000,8067.96,0,perfect,education,1410,< 100 DM,1 - 4 years,2,2,31,none,own,1,unskilled,1,yes,no
1 - 200 DM,12,7500,4455.17,0,good,car,836,100 - 500 DM,< 1 year,4,2,23,bank,own,1,unskilled,1,no,yes
1 - 200 DM,20,22800,22799.99,0,good,car,6468,unknown,unemployed,1,4,60,none,own,1,management,1,yes,no
1 - 200 DM,18,7500,4365.62,0,good,business,1941,> 1000 DM,1 - 4 years,4,2,35,none,own,1,unskilled,1,yes,no
unknown,22,20000,20000,0,good,furniture/appliances,2675,500 - 1000 DM,> 7 years,3,4,40,none,own,1,skilled,1,no,no
unknown,48,6000,6000,0,critical,car,2751,unknown,> 7 years,4,3,38,none,own,2,skilled,2,yes,no
1 - 200 DM,48,12000,3242.6,0,poor,education,6224,< 100 DM,> 7 years,4,4,50,none,other,1,skilled,1,no,yes
< 0 DM,40,21250,21250,0,critical,education,5998,< 100 DM,1 - 4 years,4,3,27,bank,own,1,skilled,1,yes,yes
1 - 200 DM,21,12375,7301.61,0,good,business,1188,< 100 DM,> 7 years,2,4,39,none,own,1,skilled,2,no,yes
unknown,24,10000,9999.98,0,good,car,6313,unknown,> 7 years,3,4,41,none,own,1,management,2,yes,no
unknown,6,18000,18000,0,critical,furniture/appliances,1221,unknown,1 - 4 years,1,2,27,none,own,2,skilled,1,no,no
> 200 DM,24,18000,5378.55,0,good,furniture/appliances,2892,< 100 DM,> 7 years,3,4,51,none,other,1,skilled,1,no,no
unknown,24,24000,14588.89,0,good,furniture/appliances,3062,500 - 1000 DM,> 7 years,4,3,32,none,rent,1,skilled,1,yes,no
unknown,9,8000,1437.97,0,good,furniture/appliances,2301,100 - 500 DM,< 1 year,2,4,22,none,rent,1,skilled,1,no,no
< 0 DM,18,12500,12500,0,good,car,7511,unknown,> 7 years,1,4,51,none,other,1,skilled,2,yes,yes
unknown,12,19125,11081.42,0,critical,furniture/appliances,1258,< 100 DM,< 1 year,2,4,22,none,rent,2,unskilled,1,no,no
unknown,24,29800,17412.07,0,poor,car,717,unknown,> 7 years,4,4,54,none,own,2,skilled,1,yes,no
1 - 200 DM,9,28000,28000,0,good,car,1549,unknown,< 1 year,4,2,35,none,own,1,unemployed,1,no,no
unknown,24,19200,5840,0,critical,education,1597,< 100 DM,> 7 years,4,4,54,none,other,2,skilled,2,no,no
1 - 200 DM,18,8000,5242.98,0,critical,furniture/appliances,1795,< 100 DM,> 7 years,3,4,48,bank,rent,2,unskilled,1,yes,no
< 0 DM,20,28000,7635.7,0,critical,furniture/appliances,4272,< 100 DM,> 7 years,1,4,24,none,own,2,skilled,1,no,no
unknown,12,10000,6113.89,0,critical,furniture/appliances,976,unknown,> 7 years,4,4,35,none,own,2,skilled,1,no,no
1 - 200 DM,12,29100,7720.3,0,good,car,7472,unknown,unemployed,1,2,24,none,rent,1,unemployed,1,no,no
< 0 DM,36,15000,9008.02,0,good,car,9271,< 100 DM,4 - 7 years,2,1,24,none,own,1,skilled,1,yes,yes
1 - 200 DM,6,3275,1857.27,0,good,furniture/appliances,590,< 100 DM,< 1 year,3,3,26,none,own,1,unskilled,1,no,no
unknown,12,17500,4991.06,0,critical,furniture/appliances,930,unknown,> 7 years,4,4,65,none,own,4,skilled,1,no,no
1 - 200 DM,42,6000,6000,0,very good,car,9283,< 100 DM,unemployed,1,2,55,bank,other,1,management,1,yes,no
1 - 200 DM,15,11200,3309.29,0,perfect,car,1778,< 100 DM,< 1 year,2,1,26,none,rent,2,unemployed,1,no,yes
1 - 200 DM,8,16950,9248.65,0,good,business,907,< 100 DM,< 1 year,3,2,26,none,own,1,skilled,1,yes,no
1 - 200 DM,6,12000,7059.69,0,good,furniture/appliances,484,< 100 DM,4 - 7 years,3,3,28,bank,own,1,unskilled,1,no,no
< 0 DM,36,15000,3907.41,0,critical,car,9629,< 100 DM,4 - 7 years,4,4,24,none,own,2,skilled,1,yes,yes
< 0 DM,48,15600,4496.52,0,good,furniture/appliances,3051,< 100 DM,1 - 4 years,3,4,54,none,own,1,skilled,1,no,yes
< 0 DM,48,4500,2536.37,0,good,car,3931,< 100 DM,4 - 7 years,4,4,46,none,other,1,skilled,2,no,yes
1 - 200 DM,36,9450,5433.82,0,poor,car,7432,< 100 DM,1 - 4 years,2,2,54,none,rent,1,skilled,1,no,no
unknown,6,8500,2085.88,0,good,furniture/appliances,1338,500 - 1000 DM,1 - 4 years,1,4,62,none,own,1,skilled,1,no,no
unknown,6,14000,4221.49,0,critical,furniture/appliances,1554,< 100 DM,4 - 7 years,1,2,24,none,rent,2,skilled,1,yes,no
< 0 DM,36,9875,9875,0,good,car0,15857,< 100 DM,unemployed,2,3,43,none,own,1,management,1,no,no
< 0 DM,18,10000,5892.22,0,good,furniture/appliances,1345,< 100 DM,1 - 4 years,4,3,26,bank,own,1,skilled,1,no,yes
unknown,12,10000,6123.67,0,good,car,1101,< 100 DM,1 - 4 years,3,2,27,none,own,2,skilled,1,yes,no
> 200 DM,12,16000,9726.09,0,good,furniture/appliances,3016,< 100 DM,1 - 4 years,3,1,24,none,own,1,skilled,1,no,no
< 0 DM,36,7000,7000,0,good,furniture/appliances,2712,< 100 DM,> 7 years,2,2,41,bank,own,1,skilled,2,no,yes
< 0 DM,8,12375,7040.94,0,critical,car,731,< 100 DM,> 7 years,4,4,47,none,own,2,unskilled,1,no,no
unknown,18,20000,11730.38,0,critical,furniture/appliances,3780,< 100 DM,< 1 year,3,2,35,none,own,2,management,1,yes,no
< 0 DM,21,6800,2324.22,0,critical,car,1602,< 100 DM,> 7 years,4,3,30,none,own,2,skilled,1,yes,no
< 0 DM,18,10000,10000,0,critical,car,3966,< 100 DM,> 7 years,1,4,33,bank,rent,3,skilled,1,yes,yes
unknown,18,27050,15745.16,0,perfect,business,4165,< 100 DM,1 - 4 years,2,2,36,store,own,2,skilled,2,no,yes
< 0 DM,36,15000,9077.58,0,good,car,8335,unknown,> 7 years,3,4,47,none,other,1,skilled,1,no,yes
1 - 200 DM,48,10000,5794.39,0,poor,business,6681,unknown,1 - 4 years,4,4,38,none,other,1,skilled,2,yes,no
unknown,24,8475,4910.83,0,poor,business,2375,500 - 1000 DM,1 - 4 years,4,2,44,none,own,2,skilled,2,yes,no
< 0 DM,18,8875,5823.01,0,good,car,1216,< 100 DM,< 1 year,4,3,23,none,rent,1,skilled,1,yes,yes
< 0 DM,45,15000,9008.02,0,perfect,business,11816,< 100 DM,> 7 years,2,4,29,none,rent,2,skilled,1,no,yes
1 - 200 DM,24,13700,3484.85,0,good,furniture/appliances,5084,unknown,> 7 years,2,4,42,none,own,1,skilled,1,yes,no
> 200 DM,15,2800,1663.43,0,good,furniture/appliances,2327,< 100 DM,< 1 year,2,3,25,none,own,1,unskilled,1,no,yes
< 0 DM,12,15000,8824.6,0,perfect,car,1082,< 100 DM,1 - 4 years,4,4,48,bank,own,2,skilled,1,no,yes
unknown,12,5500,3201.5,0,good,furniture/appliances,886,unknown,1 - 4 years,4,2,21,none,own,1,skilled,1,no,no
unknown,4,10000,2816.82,0,good,furniture/appliances,601,< 100 DM,< 1 year,1,3,23,none,rent,1,unskilled,2,no,no
< 0 DM,24,9000,5404.91,0,critical,car,2957,< 100 DM,> 7 years,4,4,63,none,own,2,skilled,1,yes,no
unknown,24,12000,7336.62,0,critical,furniture/appliances,2611,< 100 DM,> 7 years,4,3,46,none,own,2,skilled,1,no,no
< 0 DM,36,10000,5765.48,0,good,furniture/appliances,5179,< 100 DM,4 - 7 years,4,2,29,none,own,1,skilled,1,no,yes
